,keyword,text,target
3660,fatalities,  driver fatal irish road pedestrian cyclist risk,1
3661,fatality,  ebrointheam jay big l pun biggi wrap zero question fatal flawless victori,0
3662,fatality,  jake davi fatal us cuddl right,0
3663,fatality,  truli sting yo dm,1
3664,fatality,  savag leak thoma brandi gangstermail account wonder quick fatal tamlung mobil b real son,0
3665,fatality,  like coutur video vgbootcamp x sn bengal ass vs se fatal captain falcon,0
3666,fatality,  hibern pbx irrespect pitch fatal career pan crbzfz,0
3667,fatality,  fatal,0
3668,fatality,  die lyme diseas case fatal rate nearli,1
3669,fatality,  hip k u fatal like corps still jitter,1
3670,fatality,  fatal,0
3671,fatality,  wow fatal big rig hit motorcyclist blood everywher wow sick,1
3672,fatality,  tellyfckngo jaycootchi nah hit homi wit fatal son wit banal cold cold fuck lmfaoooo,0
3673,fatality,  kosciusko polic investig pedestrian fatal hit train thursday,1
3674,fatality,  fatal,0
3675,fatality,  bravissimo ye life fatal rate,0
3676,fatality,  mani basket charm fatal tonyakapp get mysteri paranorm,0
3677,fatality,  make bad boy must see,0
3678,fatality,  fatal us need team need one,0
3679,fatality,  afghan soldier kill us gener america highest rank fatal sinc vietnam,1
3680,fatality,  usual never happen,0
3681,fatality,  babybackreev fatal,0
3682,fatality,  cat fatal utica ny pleasant amp holland ave black cat white paw averag size grass next north side road,0
3683,fatality,  pxnatosil renunciedilma fatal,0
3684,fatality,  tax mk stage fatal mud l close,0
3685,fatality,  see video everi fatal melaena make sad,0
3686,fatality,  chrisma fatal,0
3687,fatality,  kosciusko polic investig pedestrian fatal hit train thursday,0
3688,fatality,  fatal,1
3689,fatality,  fatal scari af probabl best falcon still scari,0
3690,fatality,  like coutur video vgbootcamp x sn bengal ass vs se fatal captain falcon,0
3691,fatality,  truck crash w us lebanon fatal sad expect long delay morn,1
3692,fatality,  lindasocvat tflbusalert ye appar report cow fatal well sadli,1
3693,fatality,  like coutur video death mk x tremor stalag might fatal era tournament pharaoh,0
3694,fatality,  ad video coutur playlist x se fatal captain falcon vs snow fox sob loser,0
3695,fatality,  death lorett fuddi respons authent drama birth certif sole fatal nine plane,1
3696,fatality,  fatal,0
3697,fatality,  everyday near death fatal road thank god side,0
3698,fear,  fear factori decemb done deal,0
3699,fear,  made friend interest combin,0
3700,fear,  mean pick one chang life overcom fear behold wonder tic catch light endless,0
3701,fear,  photo sometim cheeki bleed comput screen recoil fear,0
3702,fear,  caus know everi man fear strong mind woman say keeper got keep run,0
3703,fear,  biggest fear disappoint peopl believ,0
3704,fear,  want hurt fear drove midnight,0
3705,fear,  men fear feel control woman passiv aggress coerc commit readi,0
3706,fear,  thing fear organ fluctuat disturb imbal primari sourc creativ margaret wheali,0
3707,fear,  fear factori car offici musicvideo,0
3708,fear,  luzukokoti understand muntu trust partner ok u know fear anyth,0
3709,fear,  photo referencerefer estrin thought nostril eye almost cri fear partak,0
3710,fear,  baileysmsteach fear look like know ahh big one perrychat,0
3711,fear,  opposit love fear,1
3712,fear,  fear coutur,0
3713,fear,  help win share articl lifetim fear thank blackinamerica growingupblack,0
3714,fear,  cowgirllawy must refus becom nation everyon live fear shot unawar intox amp crazi peopl,1
3715,fear,  horror film made incred creativ artist interview depth anatomi fear,1
3716,fear,  want forev stay side special night fear loath la vega solitud x ma,0
3717,fear,  worst fear,0
3718,fear,  shaken c magnum im shake fear gon na hack planet,0
3719,fear,  world say finish god say fear hoosegow restoringpath,0
3720,fear,  replac fear unknown curios open,0
3721,fear,  love god fear hell,0
3722,fear,  tell bride give fear,0
3723,fear,  scottdpierc billharri tv harrisit beezer forfeit year fantasi footbal pool fear may win n get ass kick,0
3724,fear,  right reopen x file fear textil day,0
3725,fear,  live balanc life balanc fear allah hope merci love,0
3726,fear,  biggest fear eventu see way see,0
3727,fear,  coupl less sex fear let internet movi book say sex ought p,0
3728,fear,  noth fear take risk,1
3729,fear,  untangl requir partner fill need love without fear besttalkradio listen,0
3730,fear,  walk dead spin fear walk dead rd,1
3731,fear,  mcnabbych fear,0
3732,fear,  fear lord start knowledg foolish use wisdom teach amal,0
3733,fear,  number peopl deni climat chang polar bear articl make fear futur us also human gener,0
3734,fear,  sensand gd idea work hard almost noth fear live poor ran reed,0
3735,fear,  never let fear get way achiev dream deltachildren instaquot quoteoftheday disney waltdisney,0
3736,fear,  fear motiv,0
3737,fear,  daili reflect august driven driven hundr form fear self delus self seek self piti,0
3738,fire,  morganit gemston white fire opal sterl silver ring size r,0
3739,fire,  marqu come visto game throne x kiss fire bancodeseri,0
3740,fire,  save date saturday august salisburi fire depart open hous cypress st,0
3741,fire,  put fire still burn,0
3742,fire,  miss homasttopa caus fire fire fire yeah fire fire fire nowwwwww,1
3743,fire,  ami header combo fire,0
3744,fire,  auction shoe retro fire red,0
3745,fire,  asshol fire,0
3746,fire,  cri song end set fire,0
3747,fire,  set thing fire alway option,1
3748,fire,  sit around fire sound great right,0
3749,fire,  see fire,0
3750,fire,  put flood fire top list,1
3751,fire,  fire,0
3752,fire,  politifiact harri red percent women serv plan parenthood claim pant fire lie trot,0
3753,fire,  dear canonusaimag brought canonbringit fire canontattoo mn theresmorewherethatcamefrom,0
3754,fire,  seanhann scottwalk yeah need anoth middl class hate republican get hard work cop fire fighter teacher,0
3755,fire,  fire way close waf go,1
3756,fire,  fire meet gasolin alway got ta get play twice low,0
3757,fire,  www catsandsyrup tha bitch fire,0
3758,fire,  well feel like im fire,0
3759,fire,  eye word ici burn like rum fire,0
3760,fire,  news politifiact harri red percent women serv plan parenthood claim pant fire lie,0
3761,fire,  noth like good fire,1
3762,fire,  daughterofnai benshi activ yuke fire card,0
3763,fire,  california shake catch fire overcharg ppl rent past year go nowher,1
3764,fire,  fire catalina look kinda cool pictur justic,1
3765,fire,  zaynmalik overwork album gon na fire overwork stress love take care,0
3766,fire,  austin ling promis tax pancak rainbow die fire,0
3767,fire,  nigra chi diss meek suppos shit actual fire,0
3768,fire,  wan na set shit fire,1
3769,fire,  word charli daniel fire mountain run boy run,1
3770,fire,  check fire pomatomu lovehood,1
3771,fire,  heart bigger obstacl front euro dontexpectnoth juli fire euro,0
3772,fire,  fire wave dark,0
3773,fire,  may seem like fire littl burnt,0
3774,fire,  smell bon fire drive make wan na sit near one make more,1
3775,fire,  drop fire selki tomorrow say welcom ahead time,0
3776,fire%20truck,  fire call brant av drum rd fire structur singl unit car call truck,1
3777,fire%20truck,  pa day fire truck behind light go move get call,0
3778,fire%20truck,  fp fire truck servic bodi f fire fight rescu amp safeti equip transport,0
3779,fire%20truck,  reno truck trailer catch fire reno,1
3780,fire%20truck,  wild night villag pigwash everi fire truck town like fire truck everi hous popul,1
3781,fire%20truck,  wheeler came along struck fire truck spin around degre caus roll,1
3782,fire%20truck,  signal updat n close fwi fun trash truck fire,1
3783,fire%20truck,  brooktekl look like murder scene cop fire truck fire assist car along helicopt,1
3784,fire%20truck,  former township fire truck use philippin langley time philippin,1
3785,fire%20truck,  former township fire truck use philippin township langley assist fire chief pat walker seen,1
3786,fire%20truck,  garbag truck realli caught fire lifo,0
3787,fire%20truck,  kapokekito forthgaz taco truck fire,1
3788,fire%20truck,  never good sign pull work amp five ambul amp fire truck bay wompppp least friday,1
3789,fire%20truck,  fire truck ambul k phase hope everyon okay prayforsaipan,1
3790,fire%20truck,  signal north amp southbound close bawn fwi irv blvd due truck fire cap detour traffic,1
3791,fire%20truck,  venic true truck caught fire,1
3792,fire%20truck,  justinejayyy good xd mean p fire truck back make good xd,0
3793,fire%20truck,  came across fire video mine enjoy babe way say hi fire truck fireman,0
3794,fire%20truck,  n past l lane reopen lane close lane open trash truck fire cleanup knox,1
3795,fire%20truck,  signal north amp southbound close bawn fwi irv blvd due truck fire cap detour traffic,1
3796,fire%20truck,  found cool photo mine dodg wayn bodi window bu ex lobbi mt fire depart truck,1
3797,fire%20truck,  trident chevi fire truck w pumper fire dept red ho plastic,0
3798,fire%20truck,  toddler bed firetruck bundl fire truck firefight sticker decal sign wall,0
3799,fire%20truck,  monster truck racer catch fire fair,1
3800,fire%20truck,  truck fire clog canyon road,1
3801,fire%20truck,  rg truck trailer catch fire reno,1
3802,fire%20truck,  philippin former township fire truck use philippin emerg equip cebu philippi,1
3803,fire%20truck,  there fire truck park lot,0
3804,fire%20truck,  even sun articl,0
3805,fire%20truck,  choos happi fire truck rest review kick push jaymcleanauthor,0
3806,fire%20truck,  former township fire truck use philippin langley time filipino,0
3807,fire%20truck,  jacksonvil fire amp rescu engin awesom truck offici jade fl via coutur,1
3808,fire%20truck,  turnpik turnpik reopen hour truck fire,1
3809,first%20responders,  jukebox someth first respond militari true hero besid music,0
3810,first%20responders,  grate first respond mnpdnashvil nashvil other act swiftli save countless live today,1
3811,first%20responders,  usatoday pray god heal safeti first respond,0
3812,first%20responders,  join chariti k run event doningtondash start sun sept castl donington commun first respond,0
3813,first%20responders,  love way book written includ mani vantag point first respond detkenlang kindl,0
3814,first%20responders,  first respond would never sent wrong address w smarten gp base panic button per safeti,0
3815,first%20responders,  help say denver firefight work curb first respond suicid,1
3816,first%20responders,  cool teen becom like call digit first respond friend need littl help support,0
3817,first%20responders,  carmin cinema antic shoot grate staff first respond safeti highest prioriti,1
3818,first%20responders,  rt road thank flex stori amp first respond need,0
3819,first%20responders,  ad sandi first respond lost home vip home page group video,1
3820,first%20responders,  thank first respond especi mnpdnashvil life save respons today antic,1
3821,first%20responders,  juneau empir first respond turn nation night,0
3822,first%20responders,  red throw word hero around lightli usual reserv first respond militari hero,0
3823,first%20responders,  us want futur first respond high tech,0
3824,first%20responders,  still room parti first respond around countri rd annual best ever,0
3825,first%20responders,  incas accid first respond would know babi present,0
3826,first%20responders,  kirsen gillibrand extend health care first respond,1
3827,first%20responders,  help say denver firefight work curb first respond suicid,1
3828,first%20responders,  first respond conven nation summit award gi technolog gisuserpr gotch,0
3829,first%20responders,  york co first respond compet save live badg blood paramed em,0
3830,first%20responders,  good info help first respond cope individu resili factsheet respond,0
